Trip_Type,Destination_Climate,Trip_Duration,Gender,Planned_Activity,Travel_Type,Accommodation_Type,Essential_Item_Categories
Vacation,Hot,3,Other,Hiking,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,8,Female,Hiking,Train,Hotel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,12,Female,Meetings,Flight,Hotel,"Documents, Clothes, Gadgets"
Business,Cold,3,Male,Shopping,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,15,Female,Meetings,Flight,Airbnb,"Documents, Clothes, Gadgets"
Adventure,Rainy,14,Other,Meetings,Train,Airbnb,"Documents, Clothes, Gadgets"
Business,Cold,19,Other,Hiking,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,9,Female,Skiing,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,17,Other,Swimming,Bus,Hotel,"Clothes, Toiletries"
Business,Cold,15,Other,Skiing,Train,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,17,Male,Shopping,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Hot,19,Other,Swimming,Flight,Airbnb,"Clothes, Toiletries"
Vacation,Cold,3,Other,Swimming,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,3,Male,Meetings,Train,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Cold,17,Other,Skiing,Car,Hotel,"Outdoor Gear, Clothes"
Vacation,Hot,18,Male,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,10,Male,Shopping,Bus,Tent,"Clothes, Toiletries"
Vacation,Rainy,3,Male,Meetings,Bus,Tent,"Documents, Clothes, Gadgets"
Vacation,Cold,8,Male,Skiing,Car,Hotel,"Outdoor Gear, Clothes"
Business,Cold,1,Other,Sightseeing,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,20,Male,Sightseeing,Train,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,11,Female,Sightseeing,Train,Hotel,"Clothes, Toiletries"
Vacation,Rainy,9,Male,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,1,Male,Meetings,Car,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,5,Female,Hiking,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,18,Female,Hiking,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,14,Male,Swimming,Train,Tent,"Clothes, Toiletries"
Adventure,Cold,7,Female,Skiing,Bus,Hotel,"Outdoor Gear, Clothes"
Adventure,Cold,2,Other,Skiing,Flight,Tent,"Outdoor Gear, Clothes"
Business,Cold,5,Other,Shopping,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,13,Female,Swimming,Flight,Tent,"Clothes, Toiletries"
Vacation,Rainy,9,Female,Hiking,Train,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,2,Male,Hiking,Bus,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,5,Female,Meetings,Bus,Hostel,"Documents, Outdoor Gear, Clothes"
Business,Hot,5,Other,Meetings,Bus,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,15,Male,Swimming,Flight,Hotel,"Toiletries, Clothes, Gadgets"
Adventure,Rainy,13,Male,Sightseeing,Bus,Tent,"Clothes, Gadgets"
Vacation,Hot,3,Other,Sightseeing,Flight,Hostel,"Clothes, Toiletries"
Vacation,Cold,8,Other,Shopping,Car,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,19,Female,Meetings,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,9,Female,Skiing,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,21,Other,Skiing,Car,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,13,Male,Sightseeing,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,8,Male,Swimming,Flight,Airbnb,"Clothes, Toiletries"
Business,Rainy,3,Other,Meetings,Bus,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Cold,12,Female,Hiking,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,16,Other,Hiking,Flight,Hostel,"Outdoor Gear, Clothes"
Adventure,Hot,18,Other,Meetings,Train,Airbnb,"Documents, Clothes, Toiletries"
Business,Rainy,20,Other,Shopping,Car,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,14,Female,Swimming,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,5,Female,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,2,Male,Sightseeing,Bus,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,10,Female,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,9,Female,Hiking,Car,Hotel,"Outdoor Gear, Clothes"
Vacation,Cold,19,Other,Meetings,Car,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Cold,16,Male,Skiing,Car,Airbnb,"Outdoor Gear, Clothes"
Business,Hot,9,Male,Swimming,Car,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,13,Female,Skiing,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,20,Male,Sightseeing,Car,Hotel,"Clothes, Gadgets"
Business,Hot,3,Female,Meetings,Flight,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,5,Female,Sightseeing,Bus,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,19,Other,Sightseeing,Car,Tent,"Clothes, Toiletries"
Business,Rainy,12,Other,Swimming,Bus,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,12,Other,Sightseeing,Flight,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,6,Other,Swimming,Bus,Hostel,"Toiletries, Clothes, Gadgets"
Adventure,Hot,2,Male,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,2,Female,Shopping,Flight,Airbnb,"Clothes, Gadgets"
Business,Rainy,10,Male,Sightseeing,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,9,Male,Meetings,Flight,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,15,Male,Sightseeing,Flight,Hotel,"Clothes, Gadgets"
Adventure,Cold,14,Other,Hiking,Bus,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,14,Female,Shopping,Train,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,11,Male,Skiing,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Cold,21,Male,Sightseeing,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,16,Male,Hiking,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,17,Other,Sightseeing,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Hot,4,Other,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,21,Male,Sightseeing,Bus,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,3,Female,Shopping,Bus,Hotel,"Clothes, Gadgets"
Vacation,Cold,17,Male,Meetings,Train,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Rainy,19,Other,Skiing,Bus,Hostel,"Outdoor Gear, Clothes, Gadgets"
Business,Cold,15,Other,Swimming,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,14,Female,Meetings,Train,Hostel,"Documents, Clothes, Toiletries"
Adventure,Rainy,15,Other,Meetings,Car,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Hot,14,Male,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,5,Other,Sightseeing,Train,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,11,Other,Hiking,Train,Hotel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,5,Other,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,10,Male,Skiing,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Cold,8,Female,Shopping,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,19,Other,Sightseeing,Bus,Airbnb,"Outdoor Gear, Clothes"
Business,Hot,16,Male,Swimming,Car,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,21,Female,Skiing,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,13,Other,Hiking,Bus,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,10,Female,Shopping,Bus,Hostel,"Clothes, Gadgets"
Vacation,Cold,16,Other,Meetings,Bus,Airbnb,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,9,Female,Meetings,Bus,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Cold,8,Female,Meetings,Flight,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,5,Female,Skiing,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,20,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,6,Other,Sightseeing,Bus,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,4,Male,Hiking,Car,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,2,Other,Shopping,Train,Airbnb,"Clothes, Gadgets"
Vacation,Rainy,21,Other,Meetings,Train,Tent,"Documents, Clothes, Gadgets"
Vacation,Rainy,15,Female,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Vacation,Rainy,10,Male,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,3,Female,Skiing,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,10,Other,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Adventure,Hot,13,Male,Shopping,Bus,Hostel,"Clothes, Toiletries"
Vacation,Hot,15,Other,Swimming,Car,Tent,"Clothes, Toiletries"
Business,Rainy,5,Male,Swimming,Car,Airbnb,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,5,Other,Meetings,Train,Hotel,"Documents, Clothes, Toiletries"
Vacation,Hot,14,Female,Swimming,Train,Tent,"Clothes, Toiletries"
Adventure,Rainy,10,Other,Hiking,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,14,Male,Shopping,Flight,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,15,Male,Sightseeing,Flight,Hostel,"Clothes, Gadgets"
Business,Rainy,16,Male,Sightseeing,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,16,Male,Sightseeing,Car,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,21,Male,Swimming,Bus,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Rainy,10,Female,Skiing,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Cold,5,Other,Hiking,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,16,Other,Shopping,Train,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,9,Other,Swimming,Bus,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,12,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Cold,6,Female,Swimming,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,21,Other,Shopping,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Hot,9,Other,Skiing,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,16,Male,Meetings,Flight,Hostel,"Documents, Clothes, Gadgets"
Adventure,Cold,18,Female,Swimming,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,11,Male,Swimming,Car,Airbnb,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,7,Male,Sightseeing,Bus,Hostel,"Clothes, Toiletries"
Business,Rainy,9,Female,Shopping,Flight,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,1,Female,Meetings,Car,Hotel,"Documents, Outdoor Gear, Clothes"
Vacation,Hot,14,Other,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,11,Female,Sightseeing,Flight,Tent,"Clothes, Toiletries"
Vacation,Rainy,13,Female,Swimming,Bus,Hotel,"Toiletries, Clothes, Gadgets"
Business,Hot,6,Male,Shopping,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,10,Male,Swimming,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,15,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,1,Other,Sightseeing,Car,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,2,Female,Swimming,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,16,Male,Meetings,Bus,Tent,"Documents, Outdoor Gear, Clothes"
Business,Rainy,13,Female,Meetings,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Cold,10,Female,Swimming,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,18,Male,Shopping,Bus,Hostel,"Clothes, Toiletries"
Vacation,Hot,15,Other,Skiing,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,21,Other,Shopping,Bus,Hostel,"Clothes, Toiletries"
Business,Cold,20,Male,Hiking,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,20,Other,Sightseeing,Train,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,20,Female,Hiking,Bus,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Rainy,5,Male,Meetings,Car,Hostel,"Documents, Clothes, Gadgets"
Adventure,Rainy,14,Female,Shopping,Bus,Airbnb,"Clothes, Gadgets"
Adventure,Cold,12,Female,Meetings,Bus,Tent,"Documents, Outdoor Gear, Clothes"
Vacation,Hot,7,Male,Hiking,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,1,Other,Sightseeing,Bus,Airbnb,"Clothes, Toiletries"
Adventure,Cold,4,Other,Shopping,Train,Tent,"Outdoor Gear, Clothes"
Business,Cold,4,Male,Swimming,Bus,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Cold,4,Female,Skiing,Car,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,3,Male,Skiing,Bus,Hotel,"Outdoor Gear, Clothes"
Vacation,Cold,5,Male,Meetings,Car,Tent,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,11,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,8,Other,Swimming,Car,Hotel,"Toiletries, Clothes, Gadgets"
Business,Rainy,16,Other,Swimming,Bus,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,13,Female,Meetings,Flight,Hotel,"Documents, Clothes, Gadgets"
Business,Cold,19,Other,Sightseeing,Bus,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,4,Female,Shopping,Bus,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,9,Other,Meetings,Train,Tent,"Documents, Clothes, Toiletries"
Adventure,Rainy,13,Female,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,2,Female,Swimming,Bus,Hostel,"Clothes, Toiletries"
Business,Hot,17,Male,Shopping,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,16,Other,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,16,Female,Sightseeing,Bus,Tent,"Clothes, Gadgets"
Business,Rainy,5,Other,Shopping,Train,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,2,Male,Hiking,Car,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,14,Other,Sightseeing,Bus,Hostel,"Outdoor Gear, Clothes"
Vacation,Rainy,10,Female,Meetings,Flight,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Rainy,10,Other,Hiking,Car,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,1,Other,Meetings,Bus,Airbnb,"Documents, Outdoor Gear, Clothes"
Business,Cold,20,Other,Hiking,Flight,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,1,Other,Shopping,Bus,Airbnb,"Clothes, Toiletries"
Business,Hot,14,Female,Sightseeing,Train,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,12,Other,Meetings,Train,Hotel,"Documents, Clothes, Gadgets"
Vacation,Rainy,1,Male,Swimming,Train,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Cold,9,Male,Hiking,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,8,Other,Sightseeing,Flight,Hotel,"Clothes, Gadgets"
Adventure,Cold,4,Male,Skiing,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Rainy,7,Female,Skiing,Flight,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,12,Other,Swimming,Car,Airbnb,"Clothes, Toiletries"
Business,Hot,6,Other,Sightseeing,Car,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,8,Female,Shopping,Car,Hotel,"Clothes, Gadgets"
Business,Rainy,15,Other,Meetings,Car,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,6,Male,Skiing,Train,Hotel,"Outdoor Gear, Clothes"
Vacation,Cold,5,Other,Shopping,Bus,Tent,"Outdoor Gear, Clothes"
Business,Rainy,1,Other,Hiking,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Cold,12,Female,Skiing,Car,Hotel,"Outdoor Gear, Clothes"
Adventure,Rainy,17,Male,Shopping,Bus,Tent,"Clothes, Gadgets"
Vacation,Hot,4,Other,Swimming,Car,Tent,"Clothes, Toiletries"
Vacation,Cold,5,Other,Hiking,Bus,Hostel,"Outdoor Gear, Clothes"
Vacation,Cold,11,Other,Shopping,Bus,Tent,"Outdoor Gear, Clothes"
Vacation,Hot,8,Other,Shopping,Flight,Hostel,"Clothes, Toiletries"
Vacation,Cold,16,Other,Shopping,Train,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,9,Male,Swimming,Car,Airbnb,"Toiletries, Clothes, Gadgets"
Adventure,Hot,2,Female,Meetings,Flight,Hostel,"Documents, Clothes, Toiletries"
Adventure,Cold,13,Male,Meetings,Bus,Tent,"Documents, Outdoor Gear, Clothes"
Business,Rainy,19,Other,Swimming,Car,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,16,Other,Meetings,Bus,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Rainy,10,Male,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,17,Other,Swimming,Flight,Tent,"Clothes, Toiletries"
Vacation,Cold,1,Other,Meetings,Train,Tent,"Documents, Outdoor Gear, Clothes"
Business,Rainy,1,Other,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,11,Male,Swimming,Car,Tent,"Toiletries, Clothes, Gadgets"
Vacation,Cold,6,Female,Skiing,Train,Tent,"Outdoor Gear, Clothes"
Adventure,Rainy,1,Female,Swimming,Bus,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Hot,7,Male,Meetings,Flight,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Cold,18,Male,Skiing,Car,Hotel,"Outdoor Gear, Clothes"
Adventure,Hot,6,Female,Meetings,Car,Hotel,"Documents, Clothes, Toiletries"
Adventure,Rainy,6,Other,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Adventure,Rainy,6,Female,Swimming,Flight,Airbnb,"Toiletries, Clothes, Gadgets"
Vacation,Rainy,5,Female,Sightseeing,Train,Hotel,"Clothes, Gadgets"
Vacation,Hot,11,Female,Sightseeing,Train,Tent,"Clothes, Toiletries"
Vacation,Hot,19,Female,Meetings,Car,Hotel,"Documents, Clothes, Toiletries"
Vacation,Hot,3,Male,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,17,Male,Hiking,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,2,Female,Shopping,Flight,Hostel,"Clothes, Toiletries"
Business,Cold,21,Female,Swimming,Train,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Cold,13,Other,Swimming,Bus,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Hot,5,Other,Skiing,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,19,Other,Meetings,Train,Airbnb,"Documents, Clothes, Toiletries"
Adventure,Cold,11,Male,Shopping,Train,Hotel,"Outdoor Gear, Clothes"
Vacation,Hot,20,Female,Swimming,Train,Airbnb,"Clothes, Toiletries"
Adventure,Hot,17,Female,Shopping,Train,Hotel,"Clothes, Toiletries"
Adventure,Cold,19,Female,Sightseeing,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,8,Male,Swimming,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,3,Female,Hiking,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,15,Other,Shopping,Train,Hostel,"Outdoor Gear, Clothes"
Vacation,Cold,8,Male,Shopping,Train,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,2,Other,Hiking,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,12,Female,Shopping,Train,Tent,"Clothes, Gadgets"
Vacation,Cold,9,Female,Sightseeing,Bus,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,7,Female,Meetings,Train,Airbnb,"Documents, Outdoor Gear, Clothes"
Vacation,Hot,17,Other,Shopping,Bus,Hostel,"Clothes, Toiletries"
Adventure,Rainy,18,Other,Meetings,Car,Tent,"Documents, Clothes, Gadgets"
Business,Rainy,9,Other,Shopping,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,4,Male,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,9,Male,Meetings,Bus,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Hot,16,Female,Swimming,Car,Tent,"Clothes, Toiletries"
Adventure,Hot,5,Male,Shopping,Bus,Tent,"Clothes, Toiletries"
Business,Cold,7,Male,Hiking,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,4,Female,Swimming,Bus,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,13,Other,Skiing,Car,Hostel,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,6,Male,Skiing,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,18,Female,Skiing,Flight,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Rainy,21,Female,Hiking,Car,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Rainy,20,Other,Swimming,Car,Airbnb,"Toiletries, Clothes, Gadgets"
Adventure,Hot,17,Male,Sightseeing,Car,Airbnb,"Clothes, Toiletries"
Adventure,Hot,3,Female,Swimming,Flight,Tent,"Clothes, Toiletries"
Business,Rainy,4,Female,Shopping,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,4,Male,Meetings,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Hot,2,Other,Swimming,Car,Tent,"Clothes, Toiletries"
Vacation,Cold,5,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,16,Female,Sightseeing,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,12,Female,Hiking,Car,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Cold,7,Female,Shopping,Bus,Airbnb,"Outdoor Gear, Clothes"
Adventure,Hot,5,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,16,Female,Shopping,Bus,Hostel,"Outdoor Gear, Clothes"
Adventure,Rainy,10,Male,Swimming,Flight,Tent,"Toiletries, Clothes, Gadgets"
Business,Rainy,17,Other,Meetings,Train,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,5,Female,Swimming,Car,Hotel,"Toiletries, Clothes, Gadgets"
Vacation,Hot,3,Female,Shopping,Flight,Hotel,"Clothes, Toiletries"
Business,Rainy,12,Other,Skiing,Bus,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Rainy,6,Female,Swimming,Flight,Tent,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,7,Other,Shopping,Car,Airbnb,"Clothes, Gadgets"
Vacation,Cold,4,Male,Shopping,Car,Hotel,"Outdoor Gear, Clothes"
Business,Hot,11,Female,Skiing,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,16,Female,Skiing,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,19,Male,Swimming,Bus,Hotel,"Clothes, Toiletries"
Business,Rainy,5,Female,Hiking,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Hot,8,Male,Hiking,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,17,Other,Swimming,Bus,Tent,"Clothes, Toiletries"
Business,Cold,16,Female,Shopping,Train,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,8,Other,Shopping,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,13,Female,Meetings,Bus,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,10,Male,Sightseeing,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,19,Female,Sightseeing,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,1,Female,Sightseeing,Flight,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,12,Female,Hiking,Train,Airbnb,"Outdoor Gear, Clothes, Toiletries"
